Product Code,Product Label,"UAE export to mexico Value in 2022, USD thousands","Mexico Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,UAE to mexico Quantity exported in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"mexico import from world Value in 2022, USD thousand ","Annual growthmexico import from world in value between 2018-2022, %, p.a. ","Share in world imports mexico to world, % ",Quantity exported from mexico to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"UAE Export to world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","Share in world exports, % ",Quantity exported from uae to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment . . .", , ,5, , , ,44,"609,278",18,6,"15,645",Tons,"38,944","12,894",-2,0,0,Tons, ,
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for . . .", , ,0, , , ,8,"269,571",14,3,"41,624",Tons,"6,476","60,419",101,1,0,Tons, ,
842010,Calendering or other rolling machines (other than for metals or glass), , ,0, , , ,2,"28,014",-14,2,"1,437",Tons,"19,495",146,22,0,0,Tons, ,1
842091,Cylinders for calendering or other rolling machines (other than for metals or glass), , ,0, , , ,4,"3,803",-8,1,286,Tons,"13,297",160,-2,0,0,Tons, ,1
842099,"Parts for calendering or rolling machines, n.e.s. (other than for metals or glass and excl. . . .", , ,0, , , ,2,"1,145",-7,0,60, ,"19,083",155,79,0,23, ,"85,609",2
842111,Centrifugal cream separators, , ,0, , , ,4,128,-61,0,4, ,"32,000",580,30,1,0, , ,3
842112,Centrifugal clothes-dryers, , ,10, , , ,4,868,-24,1,"18,790", ,46,289,67,1,0, , ,2
842119,"Centrifuges, incl. centrifugal dryers (excl. isotope separators, cream separators and clothes . . .", , ,6, , , ,10,"22,218",-1,1,456,Tons,"48,724","1,301",-6,0,0,Tons, ,
842121,Machinery and apparatus for filtering or purifying water, , ,2, , , ,10,"224,298",1,2,"9,949",Tons,"22,545","39,039",6,0,0,Tons, ,155
842122,Machinery and apparatus for filtering or purifying beverages (excl.water), , ,0, , , ,2,"4,205",-10,1,65,Tons,"64,692",193,-45,0,0,Tons, ,2
842123,Oil or petrol-filters for internal combustion engines, , ,5, , , ,2,"278,336",3,3,"30,194",Tons,"9,218","12,204",19,0,0,Tons, ,157
842129,Machinery and apparatus for filtering or purifying liquids (excl. such machinery and apparatus . . ., , ,1, , , ,63,"372,392",9,3,0,Tons, ,"22,050",2,0,0,Tons, ,88
842131,Intake air filters for internal combustion engines, , ,2, , , ,6,"212,274",10,5,"20,020",Tons,"10,603","6,122",4,0,0,Tons, ,77
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake . . ., , ,2, , , ,18,"1,638,403",0,5,"50,336",Tons,"32,549","32,986",29,0,0,Tons, ,-
842191,"Parts of centrifuges, incl. centrifugal dryers, n.e.s.", , ,0, , , ,8,"9,474",4,1,117,Tons,"80,974",173,-23,0,0,Tons, ,
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.", , ,0, , , ,8,"564,517",18,3,"121,768",Tons,"4,636","20,887",-10,0,0,Tons, ,64
842211,Dishwashing machines of the household type, , ,10, , , ,2,"4,963",280,0,740, ,"6,707",373,118,0,0, , ,101
842219,Dishwashing machines (excl. those of the household type), , ,15, , , ,2,"4,593",527,0,185, ,"24,827",197,-3,0,0, , ,1
842220,Machinery for cleaning or drying bottles or other containers (excl. dishwashing machines), , ,5, , , ,8,"26,671",883,3,456, ,"58,489",729,108,0,0, , ,5
842230,"Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; . . .", , ,0, , , ,22,"313,198",280,4,"6,567",Tons,"47,693","13,059",-4,0,0,Tons, ,63
842240,"Packing or wrapping machinery, incl. heat-shrink wrapping machinery (excl. machinery for filling, . . .", , ,2, , , ,14,"230,626",303,3,"6,952",Tons,"33,174","3,742",-13,0,0,Tons, ,208
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus . . .", , ,0, , , ,10,"119,957",322,2,0,Tons, ,"1,847",-13,0,0,Tons, ,87
842310,"Personal weighing machines, incl. baby scales; household scales", , ,15, , , ,4,"6,741",9,1,783,Tons,"8,609",176,-8,0,0,Tons, ,6
842320,Scales for continuous weighing of goods on conveyors, , ,8, , , ,4,"3,562",-17,2,46,Tons,"77,435",13,-40,0,0,Tons, ,2
842330,Constant weight scales and scales for discharging a pre-determined weight of material into . . ., , ,15, , , ,4,"15,769",-17,3,249, ,"63,329",65,-32,0,0, , ,4
842381,Weighing machinery having a maximum weighing capacity <= 30 kg (excl. balances of a sensitivity . . ., , ,15, , , ,4,"11,899",-7,2,199,Tons,"59,794",184,-4,0,0,Tons, ,3
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excl. personal weighing . . ., , ,15, , , ,4,"46,820",5,7,"2,791,588",Units,17,56,-5,0,0,Units, ,3
842389,Weighing machinery of a maximum weighing capacity > 5.000 kg, , ,15, , , ,2,"4,087",-1,2,"23,346",Units,175,357,1,0,0,Units, ,-
842390,"Weighing machine weights of all kinds; parts of weighing machinery, n.e.s.", , ,0, , , ,4,"22,364",0,2,820,Tons,"27,273",298,10,0,0,Tons, ,9
842410,"Fire extinguishers, whether or not charged", , ,0, , , ,6,"26,697",-2,2,"1,466,179",Units,18,"5,955",-2,0,0,Units, ,21
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices . . .", , ,4, , , ,8,"54,915",6,2,"1,895",Tons,"28,979","1,283",-5,0,0,Tons, ,14
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances . . .", , ,3, , , ,10,"119,683",2,3,"9,709",Tons,"12,327","1,667",-1,0,0,Tons, ,42
842441,"Agricultural or horticultural sprayers, portable", , , , , , ,14,"11,835",-35,2,"1,468",Tons,"8,062",334,-25,0,0,Tons, ,
842449,Agricultural or horticultural sprayers (excl. portable), , , , , , ,14,"9,673",-49,1,680,Tons,"14,225","2,470",-6,0,0,Tons, ,
842482,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting . . .", , , , , , ,14,"271,050",17,11,"25,043",Tons,"10,823","49,961",39,2,0,Tons, ,
842489,"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying . . .", , ,0, , , ,6,"229,041",-5,4,"8,255",Tons,"27,746","4,190",-2,0,0,Tons, ,
842490,"Parts of fire extinguishers, spray guns and similar appliances, steam or sand blasting machines . . .", , ,0, , , ,2,"204,970",6,3,"18,422",Tons,"11,126","13,951",25,0,"11,165",Tons,"8,667",
842511,"Pulley tackle and hoists, powered by electric motor (other than skip hoists or hoists of a . . .", , ,8, , , ,4,"20,558",-11,2,"1,118",Tons,"18,388",528,1,0,0,Tons, ,6
842519,"Pulley tackle and hoists (other than skip hoists or hoists of a kind used for raising vehicles), . . .", , ,15, , , ,2,"18,000",-4,3,"563,488",Units,32,379,1,0,0,Units, ,5
842531,Winches and capstans powered by electric motor, , ,7, , , ,6,"18,191",3,2,"1,317", ,"13,812","2,831",-45,0,0, , ,
842539,"Winches and capstans, non-powered by electric motor", , ,5, , , ,8,"12,794",-5,1,986,Tons,"12,976",960,14,0,0,Tons, ,
842541,Built-in jacking systems of a type used in garages, , ,15, , , ,2,"5,890",1,1,"1,401", ,"4,204",44,-31,0,0, , ,-
842542,"Jacks and hoists, hydraulic (excl. built-in jacking systems used in garages)", , ,10, , , ,15,"31,662",6,2,"4,722",Tons,"6,705","2,838",6,0,0,Tons, ,16
842549,"Jacks and hoists of a kind used for raising vehicles, not hydraulic", , ,15, , , ,2,"33,954",6,3,"3,255,646",Units,10,"3,116",-7,0,0,Units, ,9
842611,Overhead travelling cranes on fixed support, , ,0, , , ,2,"10,262",-19,1,"1,474", ,"6,962",922,6,0,0, , ,26
842612,Mobile lifting frames on tyres and straddle carriers, , , , , , ,,0, ,0, , , ,"1,489",8,0,0, , ,2
842619,"Overhead travelling cranes, transporter cranes, gantry cranes, bridge cranes and mobile lifting . . .", , ,0, , , ,2,"14,020",-32,1,"1,822", ,"7,695","1,120",-40,0,0, , ,4
842620,Tower cranes, , , , , , ,,0, ,0, , , ,"8,882",-12,1,0, , ,-
842630,Portal or pedestal jib cranes, , ,0, , , ,2,416,-60,0,40, ,"10,400",134,-9,0,0, , ,6
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excl. wheel-mounted . . .", , ,2, , , ,10,"39,306",-14,1,"6,615", ,"5,942","18,198",27,1,0, , ,76
842649,"Mobile cranes and works trucks fitted with a crane, self-propelled (excl. those on tyres and . . .", , ,0, , , ,6,"7,198",-12,0,839, ,"8,579","4,822",-7,0,0, , ,-
842691,Cranes designed for mounting on road vehicles, , ,1, , , ,8,"23,502",-5,1,"1,975", ,"11,900",319,20,0,0, , ,2
842699,"Ships' derricks; cranes, incl. cable cranes (excl. overhead travelling cranes, transporter . . .", , ,4, , , ,15,"6,672",-11,1,542,Tons,"12,310",621,16,0,0,Tons, ,4
842710,"Self-propelled trucks fitted with lifting or handling equipment, powered by an electric motor", , ,5, , , ,6,"239,334",0,2,"35,023",Tons,"6,834",863,27,0,0,Tons, ,7
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric . . .", , ,6, , , ,12,"246,303",-9,2,"44,624",Tons,"5,520","3,329",13,0,0,Tons, ,37
842790,"Works trucks fitted with lifting or handling equipment, not self-propelled", , ,15, , , ,4,"16,533",0,1,"4,144",Tons,"3,990","1,417",5,0,0,Tons, ,5
842810,Lifts and skip hoists, , ,15, , , ,2,"75,162",-10,1,"10,769",Tons,"6,979","5,561",-1,0,0,Tons, ,26
842820,Pneumatic elevators and conveyors, , ,8, , , ,8,"16,831",-15,1,"2,051",Tons,"8,206","1,217",-16,0,0,Tons, ,5
842832,"Continuous-action elevators and conveyors for goods or materials, bucket type (excl. for underground . . .", , ,0, , , ,2,"1,680",-34,1,176,Tons,"9,545",114,24,0,0,Tons, ,-
842833,"Continuous-action elevators and conveyors for goods or materials, belt type (excl. those for . . .", , ,0, , , ,2,"148,691",1,4,"7,136",Tons,"20,837",754,-6,0,0,Tons, ,46
842839,"Continuous-action elevators and conveyors, for goods or materials (excl. those for underground . . .", , ,0, , , ,6,"230,750",-13,3,"14,887",Tons,"15,500",328,-13,0,0,Tons, ,
842840,Escalators and moving walkways, , ,15, , , ,4,"14,834",17,2,"2,728", ,"5,438",15,36,0,0, , ,3
842860,"Teleferics, chairlifts, ski-draglines; traction mechanisms for funiculars", , , , , , ,,0, ,0, , , ,7,-31,0,0, , ,
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.", , ,6, , , ,14,"289,051",-1,2,"25,812",Tons,"11,198","10,823",38,0,0,Tons, ,
842911,"Self-propelled bulldozers and angledozers, track laying", , ,0, , , ,2,"95,088",5,2,"13,026", ,"7,300","15,653",1,0,0, , ,35
842919,"Self-propelled bulldozers and angledozers, on wheels", , , , , , ,,0, ,0, , , ,"2,084",19,1,0, , ,1
842920,Self-propelled graders and levellers, , ,15, , , ,2,"63,579",0,3,"8,618",Tons,"7,377","5,537",10,0,0,Tons, ,8
842930,Self-propelled scrapers, , ,0, , , ,2,740,-51,1,12, ,"61,667",111, ,0,0, , ,1
842940,Self-propelled tamping machines and roadrollers, , ,0, , , ,4,"41,731",0,2,"6,144",Tons,"6,792","1,958",20,0,0,Tons, ,-
842951,Self-propelled front-end shovel loaders, , ,8, , , ,8,"211,706",-4,1,"26,733",Tons,"7,919","15,074",45,0,0,Tons, ,28
842952,"Self-propelled mechanical shovels, excavators and shovel loaders, with a 360° revolving su . . .", , ,0, , , ,6,"305,555",18,1,"48,289",Tons,"6,328","11,950",15,0,0,Tons, ,39
842959,"Self-propelled mechanical shovels, excavators and shovel loaders (excl. self-propelled mechanical . . .", , ,8, , , ,12,"191,330",1,4,"26,558", ,"7,204","10,605",17,0,0, , ,28
843010,"Pile-drivers and pile-extractors (excl. those mounted on railway wagons, motor vehicle chassis . . .", , ,5, , , ,2,179,-61,0,11, ,"16,273",379,-10,0,0, , ,6
843020,"Snowploughs and snowblowers (excl. those mounted on railway wagons, motor vehicle chassis or . . .", , ,10, , , ,2,228,-46,0,21,Tons,"10,857",1, ,0,0,Tons, ,
843031,Self-propelled coal or rock cutters and tunnelling machinery (excl. hydraulically operated . . ., , ,0, , , ,6,819,-63,0,42, ,"19,500",320,100,0,0, , ,2
843039,"Coal or rock cutters and tunnelling machinery, not self-propelled (excl. hand-operated tools . . .", , ,3, , , ,4,588,-45,0,40, ,"14,700",186,-49,0,0, , ,-
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores . . ., , ,0, , , ,6,"32,857",-29,1,"2,132", ,"15,411","7,187",-15,0,0, , ,40
843049,"Boring or sinking machinery for boring earth or extracting minerals or ores, not self-propelled . . .", , ,0, , , ,6,"126,051",30,9,"5,498",Tons,"22,927","1,499",-39,0,0,Tons, ,82
843050,"Self-propelled earth-moving machinery, n.e.s.", , , , , , ,,0, ,0, , , ,331,-24,0,0, , ,1
843061,"Tamping or compacting machinery, not self-propelled (excl. hand-operated tools)", , ,13, , , ,6,850,-30,0,85,Tons,"10,000",558,4,0,0,Tons, ,-
843069,"Earth moving machinery, not self-propelled, n.e.s.", , ,14, , , ,10,"2,304",-22,0,189,Tons,"12,190","5,670",18,0,0,Tons, ,1
843110,"Parts of pulley tackles and hoists (other than skip hoists), winches, capstans and jacks, n.e.s.", , ,0, , , ,1,"56,269",784,3,"5,374",Tons,"10,471","4,036",19,0,0,Tons, ,7
843120,"Parts of fork-lift trucks and other works trucks fitted with lifting or handling equipment, . . .", , ,0, , , ,2,"159,600",396,2,"27,865",Tons,"5,728","1,323",10,0,0,Tons, ,30
843131,"Parts of lifts, skip hoists or escalators, n.e.s.", , ,0, , , ,2,"25,486",290,0,"3,714",Tons,"6,862","1,182",23,0,0,Tons, ,7
843139,"Parts of machinery of heading 8428, n.e.s.", , ,0, , , ,1,"232,876",304,2,"16,161",Tons,"14,410","4,942",-11,0,0,Tons, ,
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430", , ,0, , , ,4,"94,856",473,3,"13,741",Tons,"6,903","1,578",22,0,0,Tons, ,-
843142,"Bulldozer or angledozer blades, n.e.s.", , ,0, , , ,1,309,"1,033",0,84,Tons,"3,679",412,15,0,0,Tons, ,-
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",625,1,0,18,Tons,"34,722",3,"228,699",324,3,"8,660",Tons,"26,409","113,124",2,1,0,Tons, ,-
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.", , ,0, , , ,4,"347,049",191,1,"59,394",Tons,"5,843","41,935",10,0,0,Tons, ,124
843210,"Ploughs for use in agriculture, horticulture or forestry", , ,0, , , ,5,"1,045",-23,0,123,Tons,"8,496",963,40,0,0,Tons, ,-
843221,"Disc harrows for use in agriculture, horticulture or forestry", , ,0, , , ,5,"1,391",-11,0,244,Tons,"5,701",691,75,0,0,Tons, ,
843229,"Harrows, scarifiers, cultivators, weeders and hoes for use in agriculture, horticulture or . . .", , ,0, , , ,10,"10,280",1,1,"1,667",Tons,"6,167",191,39,0,0,Tons, ,
843231,"No-till direct seeders, planters and transplanters", , , , , , ,20,"8,916",25,1,729,Tons,"12,230",24,-27,0,0,Tons, ,
843239,"Seeders, planters and transplanters (excl. no-till machines)", , , , , , ,20,173,-79,0,14, ,"12,357",2, ,0,0, , ,
843241,Manure spreaders (excl. sprayers), , , , , , ,5,885,-9,0,124, ,"7,137",6, ,0,0, , ,
843242,Fertiliser distributors (excl. sprayers and manure spreaders), , , , , , ,5,667,-31,0,51, ,"13,078",10,109,0,0, , ,
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn . . .", , ,0, , , ,20,"5,406",1,0,606,Tons,"8,921",80,-29,0,0,Tons, ,1
843290,"Parts of agricultural, horticultural or forestry machinery for soil preparation or cultivation . . .", , ,0, , , ,2,"24,397",16,1,"5,466",Tons,"4,463",348,-1,0,0,Tons, ,1
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal . . .", , ,15, , , ,5,"14,299",3,0,"1,472",Tons,"9,714",81,-32,0,0,Tons, ,-
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical . . .", , ,15, , , ,2,"4,148",2,1,421, ,"9,853",127,-30,0,0, , ,-
843320,"Mowers, incl. cutter bars for tractor mounting (excl. mowers for lawns, parks or sports grounds)", , ,0, , , ,15,"11,554",-2,1,"1,206",Tons,"9,580",29,-20,0,0,Tons, ,
843330,Haymaking machinery (excl. mowers), , ,0, , , ,2,725,-9,0,81, ,"8,951",20,183,0,0, , ,
843340,"Straw or fodder balers, incl. pick-up balers", , ,0, , , ,15,"24,677",4,2,"2,595",Tons,"9,509",24,5,0,0,Tons, ,1
843351,Combine harvester-threshers, , ,0, , , ,5,"48,103",8,1,"4,819",Tons,"9,982",104,-6,0,0,Tons, ,-
843352,Threshing machinery (excl. combine harvester-threshers), , , , , , ,,0, ,0, , , ,25,-14,0,0, , ,
843359,"Harvesting machinery for agricultural produce (excl. mowers, haymaking machinery, straw and . . .", , ,0, , , ,25,"46,487",-5,2,"3,834",Tons,"12,125",51,89,0,0,Tons, ,
843360,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excl. . . .", , ,0, , , ,20,"4,925",-37,1,172,Tons,"28,634",8,-34,0,0,Tons, ,2
843390,"Parts of harvesting machinery, threshing machinery, mowers and machines for cleaning, sorting . . .", , ,0, , , ,20,"122,651",10,1,"26,754",Tons,"4,584",172,8,0,0,Tons, ,2
843410,Milking machines, , ,0, , , ,2,16,-76,0,0, , ,849,262,0,0, , ,
843420,"Dairy machinery (excl. refrigerating or heat treatment equipment, cream separators, clarifying . . .", , ,0, , , ,2,"1,810",-38,0,48, ,"37,708",173,66,0,0, , ,2
843490,"Parts of milking machines and dairy machinery, n.e.s.", , ,0, , , ,2,973,-28,0,51,Tons,"19,078",129,-18,0,0,Tons, ,1
843510,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices . . .", , ,0, , , ,1,801,-46,0,40, ,"20,025","1,278",-5,0,0, , ,11
843590,"Parts of presses, crushers and similar machinery used in the manufacture of wine, cider, fruit . . .", , ,0, , , ,1,443,-25,0,4, ,"110,750",14,-9,0,0, , ,
843610,Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings . . ., , ,0, , , ,1,"8,624",-21,1,"1,090",Tons,"7,912",97,-10,0,0,Tons, ,1
843621,Poultry incubators and brooders, , ,0, , , ,1,"1,794",-39,1,132,Tons,"13,591",9,-40,0,0,Tons, ,1
843629,"Poultry-keeping machinery (excl. machines for sorting or grading eggs, poultry pickers of heading . . .", , ,0, , , ,2,"18,525",-8,1,"3,047",Tons,"6,080","1,345",13,0,0,Tons, ,2
843680,"Agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.", , ,0, , , ,4,"45,427",-7,1,"3,806",Tons,"11,936",590,68,0,0,Tons, ,1
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.", , ,0, , , ,1,"5,551",12,1,706,Tons,"7,863",8,-6,0,0,Tons, ,
843699,"Parts of agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.", , ,0, , , ,1,"11,779",6,1,794,Tons,"14,835",681,13,0,0,Tons, ,3
843710,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables", , ,0, , , ,4,"12,662",-2,2,702,Tons,"18,037",834,-10,0,0,Tons, ,1
843780,Machinery used in the milling industry or for the working of cereals or dried leguminous vegetables . . ., , ,0, , , ,3,"9,857",-6,1,754,Tons,"13,073","11,086",23,1,0,Tons, ,3
843790,Parts of machinery used in the milling industry or for the working of cereals or dried leguminous . . ., , ,0, , , ,2,"4,768",-13,1,271,Tons,"17,594","2,155",58,0,0,Tons, ,1
843810,"Bakery machinery and machinery for the industrial preparation or manufacture of macaroni, spaghetti . . .", , ,6, , , ,16,"40,307",-16,2,"1,607",Tons,"25,082","3,729",55,0,0,Tons, ,22
843820,"Machinery for the industrial preparation or manufacture of confectionery, cocoa or chocolate . . .", , ,0, , , ,6,"19,031",-16,2,439, ,"43,351",534,-6,0,0, , ,15
843830,"Machinery for sugar manufacture (excl. centrifuges and filtering, heating or refrigerating . . .", , ,8, , , ,4,544,-52,0,41, ,"13,268","1,031",-23,1,0, , ,-
843840,"Brewery machinery (excl. centrifuges and filtering, heating or refrigerating equipment)", , ,0, , , ,4,"2,044",-72,0,104, ,"19,654",15,36,0,0, , ,
843850,Machinery for the industrial preparation of meat or poultry (excl. cooking and other heating . . ., , ,2, , , ,18,"39,772",-10,2,"1,053",Tons,"37,770",163,-24,0,0,Tons, ,9
843860,"Machinery for the industrial preparation of fruits, nuts or vegetables (excl. cooking and other . . .", , ,1, , , ,12,"6,003",-31,1,182,Tons,"32,984",305,4,0,0,Tons, ,3
843880,"Machinery for the industrial preparation or manufacture of food or drink, n.e.s.", , ,0, , , ,8,"55,152",8,2,"1,180",Tons,"46,739","3,322",-1,0,0,Tons, ,15
843890,"Parts of machinery for the industrial preparation or manufacture of food or drink, n.e.s.", , ,0, , , ,12,"51,054",-1,1,"1,875",Tons,"27,229","1,859",31,0,0,Tons, ,12
843910,"Machinery for making pulp of fibrous cellulosic material (excl. autoclaves, boilers and other . . .", , ,0, , , ,12,173,-64,0,8, ,"21,625",1, ,0,0, , ,
843920,"Machinery for making paper or paperboard (excl. dryers and other heating appliances, calenders . . .", , ,0, , , ,2,"2,444",-84,0,4, ,"611,000",223, ,0,0, , ,
843930,Machinery for finishing paper or paperboard (excl. calenders), , ,0, , , ,2,"6,113",-45,1,448, ,"13,645",67,-12,0,0, , ,2
843991,"Parts of machinery for making pulp of fibrous cellulosic material, n.e.s.", , ,0, , , ,2,"12,427",-9,2,240,Tons,"51,779",72,97,0,0,Tons, ,
843999,"Parts of machinery for making or finishing paper or paperboard, n.e.s.", , ,0, , , ,2,"15,655",-6,1,733,Tons,"21,357",212,18,0,0,Tons, ,3
844010,"Bookbinding machinery, incl. book-sewing machines (excl. machinery of heading 8441, general-purpose . . .", , ,0, , , ,4,474,-51,0,15,Tons,"31,600",142,-18,0,0,Tons, ,3
844090,"Parts of bookbinding machinery, n.e.s.", , ,0, , , ,2,323,-43,0,4, ,"80,750",25,-19,0,0, , ,
844110,"Cutting machines for making up paper pulp, paper or paperboard (excl. bookbinding machinery . . .", , ,0, , , ,8,"49,570",-9,3,"2,080",Tons,"23,832",651,-43,0,0,Tons, ,8
844120,"Machines for making bags, sacks or envelopes out of paper pulp, paper or paperboard (excl. . . .", , ,0, , , ,2,"5,476",-9,1,285, ,"19,214",61,14,0,0, , ,-
844130,"Machines for making cartons, boxes, cases, tubes, drums or similar containers (other than by . . .", , ,0, , , ,2,"29,463",-15,2,"1,374",Tons,"21,443",132,-16,0,0,Tons, ,3
844140,"Machines for moulding articles in paper pulp, paper or paperboard (excl. drying equipment)", , ,0, , , ,4,"9,622",8,2,796, ,"12,088",8,14,0,0, , ,1
844180,"Machinery for making up paper pulp, paper or paperboard, n.e.s.", , ,0, , , ,2,"44,358",-14,3,"1,917",Tons,"23,139",130,-14,0,0,Tons, ,9
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.", , ,0, , , ,2,"48,546",2,2,"1,335",Tons,"36,364",164,-3,0,0,Tons, ,3
844230,"Machinery, apparatus and equipment for preparing or making printing plates, cylinders or other . . .", , ,0, , , ,6,"2,692",-25,1,44, ,"61,182",464,24,0,0, , ,4
844240,"Parts of machinery, apparatus and equipment for preparing or making printing plates, cylinders . . .", , ,0, , , ,2,426,-14,0,9,Tons,"47,333",21,-31,0,0,Tons, ,1
844250,"Printing plates, cylinders and other printing components; plates, cylinders and lithographic . . .", , ,5, , , ,8,"21,682",-3,3,0,No quantity, ,"2,207",-5,0,0,No quantity, ,16
844311,"Offset printing machinery, reel fed", , ,0, , , ,4,"2,120",547,1,109,Units,"19,450",141,-37,0,0,Units, ,3
844312,"Offset printing machinery, sheet fed [office type], using sheets of a side <= 22 x 36 cm in . . .", , ,0, , , ,2,0, ,0, ,Units, ,119,4,0,0,Units, ,-
844313,"Offset printing machinery (excl. sheet fed offset printing machinery, sheet size <= 22 x 36 . . .", , ,2, , , ,6,"39,988",388,2,"2,413",Tons,"16,572","1,933",-5,0,0,Tons, ,
844314,"Letterpress printing machinery, reel fed (excl. flexographic printing machinery)", , , , , , ,,0, ,0, , , ,56,421,0,0, , ,
844315,Letterpress printing machinery (excl. flexographic printing and reel fed machinery), , ,0, , , ,4,9,203,0,8,Tons,"1,125",7,-23,0,0,Tons, ,
844316,Flexographic printing machinery, , ,0, , , ,2,"36,241",500,3,"1,406",Tons,"25,776",3, ,0,0,Tons, ,6
844317,Gravure printing machinery, , ,0, , , ,2,"1,614",402,1,9, ,"179,333",35,-85,0,0, , ,
844319,"Printing machinery used for printing by means of plates, cylinders and other printing components . . .", , ,0, , , ,8,"42,269",603,3,"1,029",Tons,"41,078",942,-2,0,0,Tons, ,
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, . . .", , ,0, , , ,2,"360,123",209,2,"20,061",Tons,"17,951","37,351",13,0,0,Tons, ,
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, . . .", , ,0, , , ,45,"321,053",245,3,"7,238",Tons,"44,357","17,359",9,0,0,Tons, ,
844339,"Printers, copying machines and facsimile machines, whether or not combined (excl. those capable . . .", , ,5, , , ,18,"21,399",544,2,"270,873",Units,79,"2,449",18,0,0,Units, ,
844391,"Parts and accessories of printing machinery used for printing by means of plates, cylinders . . .", , ,0, , , ,6,"42,903",460,2,777,Tons,"55,216","3,743",29,0,0,Tons, ,
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excl. of . . .", , ,0, , , ,22,"881,940",117,2,"11,920",Tons,"73,988","28,459",-3,0,0,Tons, ,
844400,"Machines for extruding, drawing, texturing or cutting man-made textile materials", , ,0, , , ,2,"1,416",-32,0,49, ,"28,898",35,-39,0,0, , ,-
844511,Carding machines for preparing textile fibres, , ,0, , , ,2,"1,749",-61,0,107, ,"16,346","2,937",241,1,0, , ,1
844512,Combing machines for preparing textile fibres, , , , , , ,,0, ,0, , , ,"1,774", ,2,0, , ,
844513,Drawing or roving machines, , , , , , ,,0, ,0, , , ,497, ,0,0, , ,
844519,"Machines for preparing textile fibres (excl. carding, combing, drawing or roving machines)", , , , , , ,,0, ,0, , , ,462,179,0,0, , ,-
844520,Textile spinning machines (excl. extruding and drawing or roving machines), , ,0, , , ,2,"6,776",-41,0,315, ,"21,511","1,796",31,0,0, , ,3
844530,Textile doubling or twisting machines, , ,0, , , ,4,69,-60,0,4, ,"17,250",4, ,0,0, , ,-
844540,"Textile winding, incl. weft-winding, or reeling machines", ,0,0, , , ,2,"2,952",-30,0,92, ,"32,087", , , ,0, , ,2
844590,Machines for producing textile yarns and machines for preparing textile yarns for use on machines . . ., , ,0, , , ,4,"3,706",-17,1,222, ,"16,694",153,-7,0,0, , ,-
844610,Weaving machines for weaving fabrics of a width <= 30 cm, , ,0, , , ,14,100,-67,0,5, ,"20,000",5,-52,0,0, , ,
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type", , , , , , ,,0, ,0, , , ,"3,845",-11,0,0, , ,5
844711,"Circular knitting machines, with cylinder diameter <= 165 mm", ,0,0, , , ,2,455,-51,0,11, ,"41,364", , , ,0, , ,
844712,"Circular knitting machines, with cylinder diameter > 165 mm", ,0,0, , , ,2,"3,342",-25,1,155, ,"21,561", , , ,0, , ,
