Product Code,Product Label,"UAE export to egypt Value in 2022, USD thousands","annual growth uae export to egypt in value between 2018-2022, %, p.a","Share in United Arab Emirates's exports, %",Quantity Uae exported to egypt in 2022 ,Unit value (USD/unit) ,"egypt import from world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","egypt Share in world imports, % ",Quantity exported from egypt to world  in 2022 ,Unit value (USD/unit) ,"uae export to world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","UAE Share in world exports, % ",Quantity UAE exported to world in 2022 ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
390319,"Polystyrene, in primary forms (excl. expansible)", , , , , ,"113,336",8,2,"53,599","2,115","7,358",-26,0,"19,758","1,511","2,704"
390320,"Styrene-acrylonitrile copolymers ""SAN"", in primary forms",64,17,2,25,"2,560","11,136",7,1,"4,379","2,543","3,076",1,0,"3,707","1,622",174
390330,"Acrylonitrile-butadiene-styrene copolymers ""ABS"", in primary forms", , , , , ,"57,723",2,1,"19,599","2,945","5,434",-6,0,"10,601","2,412",170
390390,"Polymers of styrene, in primary forms (excl. polystyrene, styrene-acrylonitrile copolymers . . .",890,82,12,320,"2,781","15,153",22,0,"5,450","2,780","7,397",7,0,"2,812","3,516",423
390410,"Poly""vinyl chloride"", in primary forms, not mixed with any other substances",42, ,0,22,"1,909","401,357",15,2,"212,637","1,888","19,125",-23,0,"169,013","1,193","5,946"
390421,"Non-plasticised poly""vinyl chloride"", in primary forms, mixed with other substances",4,-71,0,2,"2,000","9,791",7,1,"4,509","2,171","2,069",0,0,"2,915","1,692",559
390422,"Plasticised poly""vinyl chloride"", in primary forms, mixed with other substances",469,-7,6,192,"2,443","21,045",6,1,"8,610","2,444","7,448",39,0,"3,039","2,448","1,468"
390430,"Vinyl chloride-vinyl acetate copolymers, in primary forms", , , , , ,953,10,0,358,"2,662","1,849",7,0,576,"3,005",2
390440,"Vinyl chloride copolymers, in primary forms (excl. vinyl chloride-vinyl acetate copolymers)", , , , , ,"1,010",-1,0,296,"3,412",313,5,0,320,"3,453",31
390450,"Vinylidene chloride polymers, in primary forms", , , , , ,388,80,0,105,"3,695",412,-16,0,94,"2,521",9
390461,"Polytetrafluoroethylene, in primary forms", , , , , ,939,-11,0,63,"14,905",12,-53,0,105,"10,371",
390469,"Fluoropolymers of vinyl chloride or of other halogenated olefins, in primary forms (excl. . . .", , , , , ,364,91,0,13,"28,000",352,34,0,371,"27,895",-
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excl. poly""vinyl . . .", , , , , ,"4,124",48,0,"1,365","3,021","7,060",85,1,"7,718","1,451",24
390512,"Poly""vinyl acetate"", in aqueous dispersion", , , , , ,"8,406",4,2,"4,396","1,912","1,883",1,1,652,"1,837","1,679"
390519,"Poly""vinyl acetate"", in primary forms (excl. in aqueous dispersion)", , , , , ,"1,739",8,1,511,"3,403",94,-15,0,161,"4,093",92
390521,"Vinyl acetate copolymers, in aqueous dispersion",143, ,7,74,"1,932","4,289",-3,0,"2,206","1,944","2,142",-5,0,"3,536","1,721",882
390529,"Vinyl acetate copolymers, in primary forms (excl. in aqueous dispersion)", , , , , ,"3,079",23,0,"1,019","3,022",432,14,0,"2,331","2,907",26
390530,"Poly""vinyl alcohol"", in primary forms, whether or not containing unhydrolyzed acetate groups", , , , , ,"17,798",13,1,"4,056","4,388",162,-21,0,"5,448","3,656",23
390591,"Copolymers of vinyl, in primary forms (excl. vinyl chloride-vinyl acetate copolymers and other . . .",5, ,12,1,"5,000","2,026",16,0,268,"7,560",41,-51,0,616,"3,935",3
390599,"Polymers of vinyl esters and other vinyl polymers, in primary forms (excl. those of vinyl chloride . . .", , , , , ,"8,805", ,1,760,"11,586","6,002",60,0,"1,786","3,512",96
390610,"Poly""methyl methacrylate"", in primary forms",7,-15,0,2,"3,500","2,718",-43,0,693,"3,922","2,428",-12,0,"1,410","3,048",238
390690,"Acrylic polymers, in primary forms (excl. poly""methyl methacrylate"")","7,646",13,20,"2,640","2,896","170,382",-1,1,"58,833","2,896","38,429",12,0,"60,985","2,374","6,499"
390710,"Polyacetals, in primary forms", , , , , ,"3,353",6,0,"1,079","3,108","7,273",94,0,"4,335","3,193",17
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)","3,657",-12,15,"1,138","3,214","46,567",-14,0,"14,499","3,212","24,186",6,0,0, ,"2,271"
390730,"Epoxide resins, in primary forms",586,16,5,99,"5,919","22,664",1,0,"3,826","5,924","12,576",-1,0,"26,570","3,744",-
390740,"Polycarbonates, in primary forms",229,39,2,59,"3,881","52,569",8,0,"13,578","3,872","14,817",17,0,"12,097","3,245",454
390750,"Alkyd resins, in primary forms",98,21,1,36,"2,722","1,935",-4,0,704,"2,749","14,379",20,1,"1,996","1,860",515
390761,"Poly""ethylene terephthalate"", in primary forms, having a viscosity number of >= 78 ml/g", , , , , ,"73,593",-23,0,"44,761","1,644","13,429",40,0,"236,672","1,149",
390769,"Poly""ethylene terephthalate"", in primary forms, having a viscosity number of < 78 ml/g", , , , , ,"45,197",-19,1,"29,540","1,530","5,411",-13,0,"101,794","1,122",
390770,"Poly""lactic acid"", in primary forms", , , , , ,71,139,0,21,"3,381",32,-25,0,196,"7,179",
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excl. polycarbonates, . . .","2,820",18,4,823,"3,426","61,118",11,2,"17,839","3,426","75,733",31,2,"5,102","3,044","8,559"
390799,"Saturated polyesters in primary forms (excl. polycarbonates, alkyd resins, poly""ethylene terephthalate"" . . .","2,580",23,17,616,"4,188","21,202",-7,0,"5,060","4,190","15,330",5,0,"20,208","2,342",
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",50, ,22,12,"4,167","10,286",5,0,"2,369","4,342",224,-57,0,"7,197","3,112",76
390890,"Polyamides, in primary forms (excl. polyamides-6, -11, -12, -6,6, -6,9, -6,10 and -6,12)", , , , , ,"7,850",-18,0,"1,296","6,057","1,906",15,0,"4,502","2,701",40
390910,"Urea resins and thiourea resins, in primary forms", , , , , ,"4,237",24,0,"2,477","1,711","1,079",48,0,"1,261","2,830",40
390920,"Melamine resins, in primary forms", , , , , ,"2,096",-3,0,697,"3,007",648,35,0,0, ,26
390931,"Poly""methylene phenyl isocyanate"" ""crude MDI, polymeric MDI"", in primary forms",447,47,17,159,"2,811","68,302",18,1,"24,249","2,817","2,704",-21,0,"81,653","2,524",
390939,"Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)", , , , , ,"2,814",2,0,800,"3,518",719,-3,0,271,"5,875",
390940,"Phenolic resins, in primary forms",41, ,1,13,"3,154","3,636",4,0,"1,137","3,198","2,854",43,0,"9,190","2,640",31
390950,"Polyurethanes, in primary forms",393,44,2,79,"4,975","20,649",-8,0,"4,160","4,964","22,798",1,0,"25,376","3,021",-
391000,Silicones in primary forms,234,104,4,27,"8,667","32,573",2,0,"3,741","8,707","6,166",56,0,"18,910","5,648",342
391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes, in primary . . .", , , , , ,"14,711",-18,1,"6,009","2,448",400,45,0,"5,946","1,750",57
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, . . .","2,932", ,70,432,"6,787","20,733",20,0,"3,051","6,795","4,168",14,0,"20,306","1,949",-
391211,"Non-plasticised cellulose acetates, in primary forms", , ,0, , ,"1,206",111,0,307,"3,928", , , ,22,"9,455",
391212,"Plasticised cellulose acetates, in primary forms", , ,0, , ,75,-1,0,12,"6,250", , , ,65,"3,462",
391220,"Cellulose nitrates, incl. collodions, in primary forms", , , , , ,"10,341",-1,2,"2,955","3,499",498,-15,0,"4,603","3,174",32
391231,"Carboxymethylcellulose and its salts, in primary forms", , , , , ,"12,829",0,1,"2,920","4,393","16,325",130,1,"2,993","2,948",731
391239,"Cellulose ethers, in primary forms (excl. carboxymethylcellulose and its salts)",32, ,4,5,"6,400","56,088",8,2,"8,242","6,805",863,28,0,"7,035","6,196","1,539"
391290,"Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excl. cellulose acetates, . . .", , , , , ,"15,116",5,1,"3,015","5,014",689,5,0,"2,443","3,932",470
391310,"Alginic acid, its salts and esters, in primary forms", , , , , ,711,-9,0,44,"16,159",49, ,0,33,"14,727",1
391390,"Natural polymers and modified natural polymers, e.g. hardened proteins, chemical derivatives . . .", , , , , ,"8,613",6,0,0, ,"26,193",129,1,"13,134","5,172",-
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms", , , , , ,"2,444",-8,0,0, ,148,-21,0,"1,395","4,983",54
391510,"Waste, parings and scrap, of polymers of ethylene", , , , , ,892,133,0,"1,498",595,"4,810",87,0,238,702,
391520,"Waste, parings and scrap, of polymers of styrene", , , , , ,0, ,0, , ,203,-14,0,3,"12,667",
391530,"Waste, parings and scrap, of polymers of vinyl chloride", , , , , ,0, ,0, , ,"1,765",34,1,295,"10,024",
391590,"Waste, parings and scrap of plastics (excl. that of polymers of ethylene, styrene and vinyl . . .", , , , , ,"7,017",1,0,"9,080",773,"7,936",-11,0,"7,357","1,059",
391610,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, . . .", , , , , ,901,37,0,119,"7,571","2,503",24,0,799,"4,528",13
391620,"Monofilament with any cross-sectional dimension of > 1 mm, rods, sticks and profile shapes, . . .", , , , , ,"4,193",18,0,"1,129","3,714",764,20,0,"3,497","3,124",25
391690,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, . . .",98,-23,6,12,"8,167","2,948",-19,0,360,"8,189","1,664",8,0,"2,844","6,122",76
391710,"Artificial guts ""sausage casings"" of hardened protein or cellulose materials", , , , , ,899,-8,0,57,"15,772",71,27,0,304,"13,141",3
391721,"Rigid tubes, pipes and hoses, of polymers of ethylene","5,948",119,14,"1,506","3,950","16,650",36,1,"4,216","3,949","44,015",46,1,"1,818","5,563",-
391722,"Rigid tubes, pipes and hoses of polymers of propylene","4,738",29,67,"1,133","4,182","6,738",-8,1,"1,612","4,180","7,071",25,1,"3,754","3,158",-
391723,"Rigid tubes, pipes and hoses, of polymers of vinyl chloride",47,59,1,15,"3,133","1,462",-2,0,467,"3,131","6,536",10,0,0, ,11
391729,"Rigid tubes, pipes and hoses, of plastics (excl. those of polymers of ethylene, propylene and . . .","3,933",61,14,0, ,"16,998",-27,1,0, ,"28,837",-28,1,"1,143","9,900","3,128"
391731,"Flexible tubes, pipes and hoses, of plastics, burst pressure >= 27,6 MPa", , , , , ,"1,278",4,0,0, ,"1,754",-6,0,"2,654","8,391",-
391732,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other . . .", , , , , ,"5,511",-16,0,522,"10,557","1,443",2,0,"1,523","9,402",205
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other . . .", , , , , ,"1,686",-32,0,0, ,344,-28,0,427,"9,815",-
391739,"Flexible tubes, pipes and hoses, of plastics, reinforced or otherwise combined with other materials . . .",26,-57,0,0, ,"27,257",-1,1,0, ,"15,001",-2,0,0, ,"1,812"
391740,"Fittings, e.g. joints, elbows, flanges, of plastics, for tubes, pipes and hoses","1,795",4,13,119,"15,084","17,586",-11,0,"1,161","15,147","13,343",9,0,"9,943","6,500",-
391810,"Floor coverings, whether or not self-adhesive, in rolls or in the form of tiles, and wall or . . .", , , , , ,"6,785",-7,0,"2,770","2,449","2,689",13,0,0, ,-
391890,"Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles, . . .",18,66,0,6,"3,000","1,548",-16,0,486,"3,185","7,103",70,0,0, ,175
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in . . .",356,-3,3,40,"8,900","23,807",-9,0,"2,645","9,001","14,184",9,0,0, ,688
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether . . .","1,254",42,10,0, ,"85,612",10,0,0, ,"12,065",3,0,0, ,477
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, . . .",454,-61,1,130,"3,492","20,302",4,0,"5,789","3,507","57,985",8,0,"16,522","3,559","1,002"
392020,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, . . .","3,010",15,3,786,"3,830","92,187",6,1,"24,064","3,831","114,995",7,1,"26,250","3,061","7,654"
392030,"Plates, sheets, foil, film and strip, of non-cellular polymers of styrene, not reinforced, . . .", , , , , ,"3,536",58,0,803,"4,403","1,637",69,0,"2,071","3,445",6
392043,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing . . .",872,35,30,230,"3,791","13,335",-8,0,"3,518","3,791","2,886",3,0,"16,289","2,715",313
392049,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing . . .",47, ,1,11,"4,273","21,801", ,1,"4,922","4,429","4,957",7,0,"10,011","4,513",204
392051,"Plates, sheets, film, foil and strip, of non-cellular poly""methyl methacrylate"", not reinforced, . . .",149, ,3,35,"4,257","10,656",48,0,"2,507","4,250","4,779",-21,0,"13,422","3,118",48
392059,"Plates, sheets, film, foil and strip, of non-cellular acrylic polymers, not reinforced, laminated, . . .", , , , , ,"3,662",-25,1,362,"10,116",804,-9,0,"1,019","3,423",349
392061,"Plates, sheets, film, foil and strip, of non-cellular polycarbonates, not reinforced, laminated, . . .",615,-18,10,108,"5,694","1,440",-3,0,252,"5,714","6,222",27,0,"1,308","8,150",-
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""ethylene terephthalate"", not reinforced, . . .","1,998",251,3,629,"3,176","24,645",43,0,"7,754","3,178","72,538",23,1,"9,035","3,242",-
392063,"Plates, sheets, film, foil and strip, of non-cellular unsaturated polyesters, not reinforced, . . .", , , , , ,47,-28,0,0, ,"1,651",-5,0,242,"7,905",-
392069,"Plates, sheets, film, foil and strip, of non-cellular polyesters, not reinforced, laminated, . . .","1,059",117,10,192,"5,516","1,508",-24,0,273,"5,524","10,178",8,1,"1,947","5,009",16
392071,"Plates, sheets, film, foil and strip, of non-cellular regenerated cellulose, not reinforced, . . .", , , , , ,20, ,0,2,"10,000",382,-23,0,16,"11,375",-
392073,"Plates, sheets, film, foil and strip, of non-cellular cellulose acetates, not reinforced, laminated, . . .", , ,0, , ,22, ,0,1,"22,000", , , ,23,"17,565",
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, . . .", , , , , ,12,-50,0,2,"6,000",4,-44,0,377,"3,584",
392091,"Plates, sheets, film, foil and strip, of non-cellular poly""vinyl butyral"", not reinforced, . . .", , , , , ,"4,930",2,0,805,"6,124",549,10,0,"2,529","5,420",72
392092,"Plates, sheets, film, foil and strip, of non-cellular polyamides, not reinforced, laminated, . . .", , , , , ,107,-17,0,18,"5,944",7,-43,0,434,"6,528",-
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, . . .", , , , , ,44, ,0,3,"14,667",1,-36,0,84,"3,202",
392094,"Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, . . .", , , , , ,49, ,0,11,"4,455",244,39,0,"2,546","1,835",5
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, . . .",6, ,0,0, ,"3,509",38,0,0, ,"5,351",23,0,"3,168","6,679",-
392111,"Plates, sheets, film, foil and strip, of cellular polymers of styrene, unworked or merely surface-worked . . .", , , , , ,812,-3,0,205,"3,961","1,594",18,0,950,"3,666",1
392112,"Plates, sheets, film, foil and strip, of cellular polymers of vinyl chloride, unworked or merely . . .",56,-33,6,11,"5,091","3,247",-15,0,615,"5,280",981,26,0,0, ,-
392113,"Plates, sheets, film, foil and strip, of cellular polyurethanes, unworked or merely surface-worked . . .",4,-42,0,1,"4,000",616,-3,0,81,"7,605","14,236",33,0,0, ,-
392114,"Plates, sheets, film, foil and strip, of regenerated cellular cellulose, unworked or merely . . .", , , , , ,92,-37,0,13,"7,077",3,-74,0,170,"6,765",
392119,"Plates, sheets, film, foil and strip, of cellular plastic, unworked or merely surface-worked . . .",95,-20,2,14,"6,786","8,657",11,0,"1,232","7,027","4,769",-7,0,"2,772","8,821",-
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly . . .","15,438",13,27,"2,935","5,260","201,627",1,1,"38,329","5,260","56,541",8,0,0, ,862
392210,"Baths, shower-baths, sinks and washbasins, of plastics", , , , , ,471,1,0,71,"6,634","1,089",-42,0,0, ,33
392220,"Lavatory seats and covers, of plastics", , , , , ,"4,649",6,0,717,"6,484",653,26,0,0, ,205
392290,"Bidets, lavatory pans, flushing cisterns and similar sanitary ware, of plastics (excl. baths, . . .",18, ,2,2,"9,000","13,591",17,1,"1,645","8,262","1,070",2,0,0, ,611
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",287,-46,3,62,"4,629","13,284",-13,0,"2,889","4,598","8,835",6,0,0, ,-
392321,"Sacks and bags, incl. cones, of polymers of ethylene",104,-36,1,27,"3,852","8,704",2,0,"2,241","3,884","15,035",16,0,"7,389","3,731",134
392329,"Sacks and bags, incl. cones, of plastics (excl. those of polymers of ethylene)",509,34,6,81,"6,284","8,377",-16,0,"1,336","6,270","8,621",-4,0,0, ,36
392330,"Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of . . .",822,124,4,113,"7,274","13,394",6,0,"1,838","7,287","19,563",-11,0,0, ,724
392340,"Spools, cops, bobbins and similar supports, of plastics", , , , , ,781,6,0,128,"6,102",416,-7,0,489,"7,409",21
392350,"Stoppers, lids, caps and other closures, of plastics","2,190",-1,14,293,"7,474","28,888",3,0,"3,868","7,468","15,838",3,0,0, ,451
392390,"Articles for the conveyance or packaging of goods, of plastics (excl. boxes, cases, crates . . .","2,453",138,10,405,"6,057","8,398",2,0,"1,387","6,055","23,482",36,0,"7,573","4,820",-
392410,"Tableware and kitchenware, of plastics",17,-2,0,3,"5,667","7,452",-18,0,"1,179","6,321","24,040",17,0,0, ,"5,589"
392490,"Household articles and toilet articles, of plastics (excl. tableware, kitchenware, baths, shower-baths, . . .",310,75,6,52,"5,962","7,964",-3,0,"1,350","5,899","5,024",7,0,0, ,"1,171"
392510,"Reservoirs, tanks, vats and similar containers, of plastics, with a capacity of > 300 l",246,80,4,47,"5,234","1,003",-12,0,190,"5,279","6,300",39,0,0, ,-
